col1,col2
7.6765003,-5.8659925
8.065918,-7.1867027
5.639231,-1.852279
6.064278,5.91508
16.627703,2.692104
6.0575533,12.680977
7.897266,12.155769
16.340578,3.411418
15.71857,3.2531517
6.4644256,-6.4709067
4.954087,10.86951
15.755309,3.6859107
4.728047,-1.8445604
11.138979,11.381368
16.413843,5.901943
13.873293,13.258462
16.142628,6.0852785
15.872435,7.1382165
15.897519,3.9229605
16.493612,3.951573
5.909134,12.364834
13.621163,-4.231017
17.13114,1.760651
4.382417,10.767166
14.895103,3.829896
17.078617,1.8745018
6.2046876,11.707084
15.657669,4.3764167
7.297932,12.723571
4.404959,11.448257
15.522491,5.6440606
6.8033843,5.892569
15.709739,5.496501
14.653753,12.83661
11.493171,13.749591
16.134504,2.4374804
7.1178136,12.175575
13.705909,-3.712473
4.6868505,-1.4361995
5.9293995,12.275524
11.913732,12.24648
11.425148,0.22059204
7.211719,12.089923
4.661415,11.61532
12.945958,13.190941
8.435296,-3.966441
6.719148,-5.667103
6.132946,12.213704
5.4099345,11.9006195
7.8471804,12.407171
13.640919,-2.8838756
16.214382,6.1621037
15.694619,5.602567
14.705807,12.846499
13.748734,-3.7365654
4.8263054,-1.5354475
16.181614,2.4585876
17.063456,1.9518037
11.362448,13.384194
17.218132,2.653895
5.576544,-1.9660567
9.006101,-6.866821
15.641554,6.911131
5.213042,-1.8120431
12.827275,13.185764
15.689687,4.489791
8.789923,-7.0088964
7.7717724,12.180277
6.0337176,-6.010643
6.499062,6.4403358
14.815554,-4.2296042
11.057705,0.17464446
6.0333962,5.976617
16.116375,6.3634014
4.988561,11.015678
6.118926,12.507191
13.399419,-3.208566
15.892373,5.1839457
11.528783,13.520784
4.3462462,10.699944
-0.29812968,0.42916447
6.401815,-6.6710052
7.18393,13.066081
16.307451,4.1394286
16.105083,4.6510124
15.824233,6.67903
17.268766,2.4253628
16.299309,5.8279557
14.710299,-4.04965
15.83345,7.1367416
13.632618,-3.8171432
15.988581,2.3606427
14.962565,-4.0786023
5.935475,-2.1818602
16.594847,2.8540776
8.019046,-7.1029687
-0.3147356,0.44554973
14.164686,-3.9133756
13.794953,-3.8968287
14.8396225,-4.149825
13.802028,-3.0164561
14.683806,12.856788
15.939161,2.4783676
15.2348175,-3.8225632
5.097319,11.290543
5.958231,-5.957557
14.9045925,-4.242561
11.647043,12.251392
16.553993,3.8187308
14.345974,12.869247
5.1796284,11.460908
-1.7999938,5.2766733
11.7249775,12.172415
7.1477838,13.115768
6.4156303,-6.690236
5.374503,11.8486395
8.508268,-3.842981
4.512956,-1.6465584
14.774236,-4.0660567
9.06125,-6.814068
6.973994,-5.6720424
15.768556,7.1355715
15.606467,3.6110082
7.195931,12.58001
17.184698,3.1684694
14.184479,-3.3399172
8.2425585,-3.4238083
16.024185,7.037617
11.228859,-0.54769146
16.7449,1.6820569
11.119438,11.3138075
5.280379,10.627185
5.2345324,10.941801
8.923678,-6.6457176
14.501611,-2.8883712
7.883996,11.903332
13.342947,-3.0654087
11.211031,-0.58786225
14.754945,-3.9550836
11.518877,0.0044924407
16.475134,2.6766832
16.377388,2.8229494
5.3734574,10.604811
12.950149,13.228382
6.0834174,-2.191336
11.226781,11.250018
6.6268044,-5.6300735
15.505069,5.1922183
15.183979,4.337592
11.861879,-0.48728955
4.6991386,-1.8610557
14.802637,3.989576
5.9228926,12.1983595
16.110249,4.67873
6.129118,6.097129
7.7927146,12.212052
11.022584,-0.49496472
6.856902,12.345504
16.030123,3.5123706
16.280085,5.595984
7.3750334,6.244579
15.517545,3.9378371
6.3245597,12.217755
16.235353,5.639537
7.3910356,6.381904
12.778568,13.198223
13.715571,-2.9782455
11.760016,12.355641
5.7043295,-1.5918711
16.297098,4.183602
15.583459,3.568476
7.5431547,13.173914
6.9039845,-5.7768807
15.068573,4.3950696
17.371876,2.3177347
15.646215,6.6312795
5.4627385,11.745741
17.16734,2.3257766
4.759368,10.888197
15.812385,4.173472
6.690436,6.570546
15.9109125,3.0278864
6.1565638,-5.7595844
15.691861,5.318585
4.397988,10.753626
4.909301,11.059013
4.9738355,11.014756
16.814217,1.7086685
6.058827,-2.2907176
7.7978396,-7.1983333
15.2578945,-3.8262887
16.20348,3.9773016
16.174944,6.2336273
15.474978,4.9840865
15.774069,4.4348083
16.429794,6.020489
6.7766876,-6.831311
15.470513,3.858778
7.176713,12.4637375
6.2651086,6.083317
6.972009,11.995339
16.439423,5.7437916
6.48229,12.7937765
5.0331264,11.690728
17.05628,2.3890936
6.3417606,12.239762
16.242676,6.0760293
8.015904,12.260632
6.710668,12.098976
11.865268,12.129464
5.9992094,12.642115
14.095538,12.871716
7.215743,12.540924
17.34166,2.3818858
4.3848553,10.765604
11.488028,-2.0366244
17.407133,2.8172488
5.135605,10.2317915
11.472728,-2.0222692
5.755575,11.233357
11.16874,11.324044
15.949079,6.098111
13.13703,-1.7393608
7.4537206,6.286787
12.362024,12.357772
5.7257204,-1.6906226
10.930116,13.414873
5.6916113,-1.5783566
16.208294,5.955275
7.4536242,6.2997456
6.1052394,6.0906835
6.6340146,-5.9688635
16.196472,5.780214
4.879923,-1.7612237
5.7111096,11.973428
6.297868,-5.9704204
6.509535,12.982141
11.339815,13.490477
6.880922,-5.7597957
15.868528,5.4887676
11.106477,-0.15406758
16.343971,3.4059763
5.740822,11.731567
8.136875,-7.343329
6.861014,13.217803
6.034098,5.969067
17.339647,2.1862643
11.183867,11.383705
7.24098,12.976388
13.954478,-2.8538804
11.264056,13.418812
10.981145,-0.100567654
12.978805,-2.549506
13.287965,-2.8394656
11.409991,-0.27229455
13.165596,12.61664
12.439502,12.378216
15.310953,4.759994
17.02769,2.6856704
9.021609,-6.746652
15.313994,4.4005995
16.209639,5.772137
14.271776,-3.607129
11.331578,-0.093289025
8.885097,-6.854808
11.172547,11.295268
11.311277,13.693289
9.002241,-6.9660177
7.3477674,12.480524
6.6566777,6.0337815
7.6497493,6.8079677
6.5015817,12.254821
16.798695,3.5437071
15.701418,5.349993
12.401283,12.367087
6.303739,12.784676
5.9952226,12.691339
15.74062,3.873113
15.853522,3.5437086
7.8121586,-7.490867
17.481606,2.2573588
9.07815,-6.9724584
11.604111,-0.4573964
6.2261877,12.999205
6.046432,5.9689803
7.0213203,12.434856
16.934557,2.323246
7.1946993,12.858796
6.1811867,12.880134
17.44784,2.2806475
16.096287,2.6977446
16.0416,3.8019574
6.508084,12.642179
12.111313,-2.0950546
13.656176,-3.73343
16.552492,1.6448487
13.666522,-4.2598443
15.928138,7.1984415
6.3221655,12.177357
11.107101,0.12156477
15.474983,5.1524115
6.914204,12.732427
14.26265,-4.076506
5.320036,-1.1965932
6.4138436,-6.6078715
6.5836134,-5.9735403
9.111307,-6.764964
14.953172,-4.40404
7.4955316,6.551564
6.9790807,5.991935
15.606368,6.5948496
6.378047,12.674721
12.468854,12.410718
6.2257156,6.2169127
13.629284,-3.3500993
15.9939375,6.865375
13.820272,13.211241
16.15673,3.2128267
16.35005,5.595701
6.5894017,12.994346
6.338068,-6.3311725
16.45825,3.5865815
11.432529,-0.101955265
13.631285,-4.1073704
6.9686303,13.138883
-0.30947933,0.44050217
17.057009,3.1848342
17.47195,2.2432177
16.692177,2.8058026
14.510078,12.896015
15.5226,5.1468115
4.472405,11.419939
8.251357,-3.4489813
7.124234,13.04111
16.176388,3.855296
6.6385784,13.031306
16.700016,3.1004965
14.166857,-4.2597146
5.5033693,11.056782
15.728235,3.2621722
9.068144,-6.866992
11.92254,12.10006
6.5893245,-6.057329
-0.41814172,0.54890615
4.987662,11.00629
-0.27554342,0.40649623
15.870573,5.055163
13.626981,12.957601
11.453569,-0.1660534
15.845583,5.540545
6.355114,-6.714366
11.311058,0.23707731
6.9529114,12.073727
17.160566,3.2164638
9.088021,-6.909701
13.609889,-4.2414737
15.486857,4.3902593
5.5872064,-1.8743943
6.98313,12.416548
15.932215,7.332121
7.4229727,6.2899065
13.871299,-3.99375
16.413395,2.98652
5.0620227,-1.4445784
6.956454,-5.6577687
5.9317346,12.517956
-0.24870424,0.38006562
6.9172673,12.380324
16.31016,5.8754244
16.004868,6.9623013
6.8018694,-6.645159
15.906612,6.7736397
16.572544,3.3221407
11.177093,11.489082
6.677923,6.3932595
13.960005,12.6632395
15.449245,5.1505
17.043234,1.7246014
13.160105,-1.8177073
13.636063,-3.808723
11.081292,13.602611
6.3341703,-6.1597652
13.770769,-2.9760656
4.416503,11.388102
8.233801,-6.2092137
5.8855457,-2.100791
16.439613,3.028718
15.784024,6.6789513
5.326694,-1.8909833
16.18582,3.4826248
6.7979994,-5.6070557
-0.37092933,0.5015467
13.988689,13.033752
6.322722,-6.2847147
10.96503,-0.1254619
15.9127445,4.0943127
11.651957,12.136197
12.067582,-0.6925477
7.1348457,-5.786544
7.207927,12.383812
8.623724,-6.4940243
5.9799113,5.9284325
16.51541,1.7715224
5.118576,-1.7255677
15.179109,-3.9083197
7.98964,12.236021
6.8004727,12.854531
11.266525,-0.610781
14.089769,-4.132199
13.035314,-2.6344886
6.995098,12.09427
6.7671123,5.942289
12.053453,-0.6716558
6.58018,12.355217
6.071656,-2.240726
7.614063,6.8217125
16.44363,5.696103
15.5193,3.9163506
15.371606,4.942015
7.872241,-6.6248207
4.9530582,-1.5298351
6.149044,12.691087
15.873023,6.942385
6.186663,12.467156
5.3145943,11.846143
13.506517,-3.370567
7.256283,12.96585
11.483541,11.551222
5.210923,-1.2807146
5.969151,-5.916866
4.788862,11.596371
7.1163535,12.294964
6.5683727,12.559038
16.372965,5.525193
8.4645405,-3.8323038
11.295869,13.377132
6.0619144,12.728559
5.9794984,12.17132
12.817743,13.204724
15.963749,6.77725
11.282209,11.349913
-0.437965,0.56847936
7.3189836,12.761161
8.22131,-3.4164295
14.891647,-4.4236727
11.059696,11.461312
4.7709155,11.098578
11.144413,11.27047
7.544923,13.150856
7.207547,13.012806
15.876046,4.1063333
6.1001153,12.371012
5.219621,-1.3179437
14.12887,12.995057
8.682493,-6.568916
7.0772805,12.460103
8.136809,-7.0221353
5.9895277,12.634631
15.328097,3.9689786
16.080898,5.774973
16.182009,5.0356064
12.191112,-0.83013976
15.775486,3.1758018
11.353351,13.433564
12.487087,12.413574
4.9203715,10.418225
12.971487,13.185006
16.472408,3.4535542
11.509716,0.19646499
5.8909655,-5.8798
16.382406,6.121122
8.318394,-7.135935
6.66353,6.38322
11.568345,-2.062172
5.385562,-1.8842952
14.999017,-4.0008307
14.01234,-3.3635106
15.697224,4.568423
16.093773,5.9446955
14.269176,-4.0440664
15.951719,6.5284367
15.620956,4.9717326
16.039255,6.39579
8.462399,-3.8294148
16.94422,2.4672704
13.630195,-3.2550545
15.697238,4.1589794
11.924106,12.175865
7.0616245,-5.797534
8.526123,-3.8668394
7.6784253,-5.952217
6.610428,13.254222
14.182237,-2.911738
-1.8421118,5.3187323
15.969849,6.495703
6.648033,12.676017
6.066535,12.40193
11.221257,13.681418
13.966591,-2.853745
14.038405,-4.374259
7.5215034,6.3310876
10.978283,0.12608604
5.175284,10.413599
5.5632977,-2.0162494
15.921372,5.690276
11.773877,12.353236
16.483011,3.0642343
6.3196526,12.506849
11.650821,12.193153
7.2214694,12.561821
10.935143,-0.10547973
-0.256279,0.3873065
9.007561,-6.7520056
6.957537,5.979678
15.875346,5.0168147
11.197995,-0.007730324
5.0860057,10.264219
11.139034,11.417902
14.066028,-4.3675427
7.2156157,6.0722556
15.816165,6.5545993
13.69553,12.903425
11.960482,12.148019
6.9201007,6.527035
6.9860888,-5.8416843
16.191544,2.3876717
7.40681,6.4644604
15.89634,3.8266973
11.314881,13.661365
6.636779,6.4059095
11.177759,0.017383438
12.780748,12.441831
17.42856,2.1164768
4.8605886,-1.8559749
16.567635,1.7139022
14.809812,-4.2664576
5.5072556,11.83322
11.587477,13.742424
5.363604,11.75761
6.826692,-5.9975896
5.338868,10.521338
6.3085885,-6.1907716
7.926968,-6.842491
12.438968,-2.414125
17.308508,1.9976927
6.8093247,-5.585265
16.169846,4.287834
6.022414,5.950958
5.892248,-2.4406898
15.833336,7.2506385
15.839464,4.332339
11.387058,13.390197
8.006989,12.289313
6.043075,12.95149
8.629642,-6.5611
11.612026,13.611269
5.481826,10.659299
14.882074,-4.3666005
11.0017605,-0.29512522
6.118845,6.0712357
15.75997,3.2763836
7.4816346,6.2791905
-1.8038791,5.2805214
4.969359,-2.0137653
11.098503,11.28051
8.534028,-3.87247
15.70844,7.031204
17.43134,2.2763886
16.265085,4.2443886
7.8512263,-5.463043
14.392094,12.915045
11.603329,13.725521
6.6397405,6.4023037
6.853829,12.437522
11.446708,-2.0067892
7.8673744,-6.9836802
7.03549,12.2796135
16.499199,2.2782817
5.199717,11.152733
7.088375,12.417854
6.663156,12.937801
12.519056,-2.239832
7.50269,6.256903
7.8258815,11.77679
6.6478086,6.432061
16.830215,3.0517347
13.656722,-3.7703602
11.266255,11.773855
16.355846,5.5624533
5.322736,10.6577835
-1.8565416,5.333749
8.11982,-7.072879
15.373326,4.4253407
15.752584,3.2407143
17.30013,2.229443
5.4202085,11.535481
11.14098,11.725286
11.033226,13.535142
15.241839,-3.78168
5.762299,-1.5827805
7.8544364,-7.021039
7.198954,12.87007
8.3691435,-4.1218357
7.707844,12.06453
5.921078,-5.869604
11.428478,11.558017
15.56096,3.0886176
11.272275,-0.10811387
-0.27031085,0.401346
5.9064374,-5.923127
7.735562,12.355427
11.4494915,13.779662
5.634524,-1.9126823
5.923053,12.343926
11.015231,-0.29842126
14.8246355,-4.334147
15.914703,6.3532467
15.724329,6.272222
6.977493,12.251879
7.847226,-7.1777534
15.2674265,4.189492
11.571503,12.133589
16.409143,3.0448782
7.551424,-6.0012608
6.159843,-6.093139
6.3982444,-6.5523114
11.2595,11.342902
17.104494,1.8508959
4.309032,10.692984
14.380588,12.841414
13.642215,-3.143894
7.2146587,12.488864
11.56756,11.612789
11.278877,0.26632002
7.556998,13.164829
5.477511,-2.0313659
13.551617,13.017776
6.1164823,6.0727806
6.1922655,6.168714
4.5813537,10.805287
16.213173,2.8370333
15.646679,5.930632
7.74012,-7.2444644
11.981894,-0.58921987
5.486925,-1.3988427
16.432255,2.1393142
11.8501,-2.096561
13.2360325,-2.0426936
14.513918,-2.9887319
4.980847,10.315967
7.7014728,12.158259
14.323338,12.967697
11.516271,0.17322215
6.3379636,-6.641989
11.047352,11.402346
12.355659,12.327938
8.469515,-6.880872
14.158217,-3.4378617
7.9061027,12.19573
5.0352974,10.313948
16.523052,2.2114816
16.286367,3.9547946
6.7525015,-5.79569
5.976452,-2.1449912
16.002703,7.268553
7.218113,12.499487
8.225484,-7.2085824
6.1013346,6.0447664
12.839216,-2.4274123
16.239727,2.5701718
5.99723,5.9502873
6.204031,11.689127
15.15044,4.5929146
16.581978,1.7743838
11.366784,13.427892
17.08983,2.6131704
11.257173,0.18228938
12.112708,-2.2114248
6.3199553,13.072036
6.026996,12.8903675
15.38609,4.4308586
17.138325,2.4189904
12.847725,-2.4088943
14.5178795,12.87113
6.6262045,12.47158
16.554022,2.5591776
16.264687,3.3591
17.142672,1.7083747
13.570787,-3.759449
6.242649,12.817181
7.2513337,12.69206
6.605846,5.9390764
4.391248,10.825095
6.364258,12.779146
14.707276,12.888216
8.7700615,-6.5906987
17.362022,2.4055276
14.245092,-3.670749
16.20554,3.5263846
11.677156,-0.0050536115
11.538921,13.650778
-1.8585147,5.3353996
16.533665,2.0943186
13.997338,12.930458
11.1101,0.11146506
5.2845845,-1.2338233
4.67703,-1.4039272
13.8406925,-4.252549
15.914538,5.737744
16.56395,1.8122973
17.152336,1.6383417
7.9107537,12.375553
13.5691,12.983441
15.996564,7.0170565
16.065426,6.92675
14.341869,-3.556207
16.35944,5.7164574
17.452333,2.26861
14.2702675,12.8690605
6.0543265,12.216578
16.012182,4.8018346
13.658279,-3.3826401
-1.8662373,5.343408
17.092756,2.2096353
6.0101666,5.947906
6.189255,12.265051
7.49921,6.390256
11.389413,13.808265
4.4284186,11.461189
6.709529,6.453906
16.565851,1.9933902
14.600941,12.896808
-1.8377172,5.314716
7.4637423,6.1811
11.322135,13.801531
13.210206,-2.9672747
11.596767,-2.0754595
15.61435,6.066023
14.002384,-3.3498652
6.514195,12.638871
15.772828,7.082981
5.990694,-2.4295766
6.4823217,-6.0240746
11.23346,11.349624
6.635094,6.3580704
11.159983,0.11670172
16.240122,3.708016
13.859124,13.275718
6.0001016,5.9355674
16.36189,3.0287457
14.95489,-4.4010935
11.916969,-0.49018857
8.176664,-7.033091
15.862034,7.0966735
6.741912,-5.6654744
8.200222,-7.297328
15.858452,4.558966
17.436577,2.335144
-0.36778933,0.49845433
6.617943,-5.7728767
11.475737,-0.03898761
6.083418,-2.2446973
14.496164,-2.926111
7.4815283,6.160305
5.825016,12.266417
7.8378615,-6.183727
5.0593686,-2.0259624
5.8788786,-2.4714873
13.680697,-4.2935004
8.092801,-7.1947365
14.259751,12.87739
11.948771,12.152618
14.315957,12.937768
7.7993155,6.634054
15.686239,4.608955
16.402052,5.6711326
11.826834,-2.2580032
15.8529215,2.8020284
15.950563,4.5353785
6.6531134,6.43281
11.668243,12.143856
6.6702843,6.505848
11.287098,13.359921
11.165657,11.547018
13.820383,-3.9951773
11.450414,-1.9946115
11.583043,12.136524
12.40941,-2.3595338
6.722809,-5.5646687
16.80299,1.9355865
7.0864778,12.200096
13.907195,13.268679
15.772143,5.7809277
6.0030375,5.8959236
12.918382,-2.510186
5.266583,-2.0356035
14.232086,13.064294
6.6744385,6.0296235
