col1,col2,col3,col4,col5,col6
4.986335623269117,-0.16151927878793457,2.445158302662591,-0.17797906700261698,1.0850706899573104,-0.429372395792926
-2.8741682435678197,0.02269688899830357,-1.5307973864152353,-1.4019747921807137,1.7469365303580262,0.577904048737498
2.6157632472801016,-0.7314165269205453,-0.263984348089797,-0.040424907227221696,-0.6688004732593191,0.5397069328081319
-2.6545675746827277,-1.4558715405796665,-0.3980692452762751,1.2959737351261482,0.3156218684328124,0.8778458708701536
-0.6560149752415115,0.1778682603508639,-0.1411128956163945,1.6530615632702104,0.25933649807624465,-0.9362121096242038
0.47495354640354065,1.4443201339249248,-0.6189913908281327,-0.3917773304278526,-1.3288024622992585,1.045516218604207
0.6794420948716208,1.0980959966273571,1.5110767208261153,-0.9331507595584327,1.1943405854329558,0.7700924081418216
-2.4120473401256612,-0.9167527969234588,0.9879578991042907,1.335082015095531,-0.8428154093428823,0.552805946087241
-2.9635656314967993,-1.2875707472524853,0.5580783836174096,0.8383480290482661,-1.0836128878120888,0.7483657638806394
-5.275679262191323,0.5039245248121184,0.6647039986870572,-0.014010512675905277,-0.8454708571314978,-1.026083318496586
-1.439384177091719,-2.9558851343950243,1.5115692233556262,-0.017207670092236674,-2.567940588251334,-1.0011259427557346
4.255732350786806,-2.003030207914826,-0.7167432996786501,-0.20416803348151322,2.1313031575774675,-0.6936256193631147
-1.8803867006900827,1.350062996047335,-0.4984426784169428,-1.6748853551525955,0.5869086646275852,0.1756469113181939
-1.4048993431148564,-3.0683091161346283,1.5662099145816866,0.6003808016867478,-0.9060995557017257,-0.3664262113292484
4.278402409501815,-0.2262050852586613,0.6990567240178761,-2.400232682322146,-1.0766276316869692,0.4513942919920478
-3.29053600505119,1.0247743154780353,0.3716332466376009,1.3414445410747442,0.3847078683163788,-0.1664483996290542
0.5321190233563408,-1.2263828078819776,0.8766643534584599,-0.5538823295632109,-1.1455418448470642,0.01531935772218549
3.2013705750050128,3.4928421616626193,0.18189934601904992,-0.5677640883660772,-0.9212750656543202,-1.6169444339788392
-1.793227516264363,-1.766201047395487,1.8259285463105253,0.26178614959025764,0.1990770240233115,-0.8341846037620001
0.26256486044783994,-1.9928719620060937,1.831123316612726,0.770689890000045,-0.7812742101664405,-0.38391813600732483
2.2564583620715295,1.9767411845361769,1.2808215259761935,3.3840263820346355,0.869142208867044,-0.08178324138780128
-0.20243128284947187,1.8827839649855,0.056964255736985416,-1.2375546069887362,-1.8094053122802014,-1.190995452007622
-0.02348036277618858,1.4400919075875993,-1.5471854557744178,-1.1843285941815849,-1.4816203019504905,1.4754841151530305
-1.0396115665675896,2.482446592463958,1.1491293099121078,-0.7908561766433579,-0.25854229725489064,-1.0538437587350589
-0.7264616153193498,-3.047454673059498,1.805422726907701,-1.5022435471806184,0.6352556792689246,-1.7629219186714737
